text,sarcastic
"apparently it's the biggest ask on the planet to find decently priced sandals with an enclosed toe. PLEASE, INTERNET. I just want to have vaguely summery shoes that don't involve me having my toes out to the world at all times lmfaoo",1
Ayeee it’s officially “I’m not even your girl” season 😛,1
Stop gatekeeping retirement living communities. I am mentally and spiritually ready to move in.,1
Corsodyl failing to consider i like being a person who spits blood when they brush their teeth,1
@c_j_mcburney Suspect there’s still room for you in the ground,1
Pregnant and constantly crave KitKats. I literally have been living off of them for the past 4 months.  @KitKat_US,1
"Packing to move house, and currently wondering why I had to pick such a heavy hobby? Like, why did I have to pick reading? Books are so heavy, my back hurts. Why couldn’t I have picked knitting? Yarn is light 🥲",1
"these two girls are on the beach in lawn chairs, i love shoobies",1
"I'm literally out here trading eggs for potatoes

Day 1 in our new dystopian society is going well #coronavirusUK #coronavirus",1
I do love it when my mum makes me spend my savings on beer 😒,1
School psych life if fun because you can feel like complete shit but chances are you have meeting that determines changes in a student’s education that’s bound by legal timelines and took coordination of 6 different schedules and you’re the only one who can run it,1
Not only did I have to take care of covid patients last night but my charge nurse told me the covid scrubs make me look “unwantable”! Great!,1
"@Rosievix @mouthwaite Well, illegal immigrants  categorically don’t get money from the government but why let a little thing like facts get in the way of a good bit of xenophobia...",1
"ever just peep fox to see what crazy tuck is saying? tonight, i am learning that fauci actually funded the creation of covid in a lab and is solely responsible for the pandemic",1
I would do so much for people that would do absolutely nothing for me lol at least i know who my true friends are😀,1
“I don’t really like partying” Oh is that why you’ve gone to parties twice in the last week? Because you just can’t stand it? Makes complete sense.,1
Wishing all the birthday sex on @laurabora620 today 🎂 https://t.co/JtP0FCvo9R,1
"Yeah I’m following a lot of shows right now, the price is right is pretty good but season 1 is better than season 2",1
Elaine Quijano exhibits roughly the same amount of control over this debate as two rabbits do on their first date.,1
"@barcacentre Unemployed and lazy that Messi guy 😂

(I'm being sarcastic guys, I'm warning you lol)",1
"My poo is green, how festive.",1
turning 22 next week so naturally I increased my tinder age range up to 60,1
Is it unreasonable to spend £50 on a bonsai tree? Asking for a friend 🤔,1
im glad we finally have a party in opposition who are committed to taking the government to task for not making mistakes fast enough,1
"Men love making women think they were the problem when they finally decide to leave after putting up with mistreatment for god knows how long 

“You were supposed to be my ride or die 😩”

Okay, so die then.",1
"I heard it might be snowing ??? Sounds fake, but okay??? Can anyone verify?????????",1
is this an earthquake because i am shook right now,1
@TheBabylonBee And the hot air and BS she generates makes for a perfect backup energy source!,1
How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,1
"Going to M&amp;S food will be the highlight of my day later, can’t wait👌🏻😅",1
A fun musical mashup is the country music playing at the gym with the one guy playing old Eminem on his phone at full volume in the locker room shower 🎶🎶🎶,1
"@kittin_knittin According to a Trump republican,  that's relative to Penis size.  There's a video.  Lol",1
"not to brag, but my thesis topic was so good that someone else published on it three months ago 🙃",1
I'm the highest I'll ever be on 420 in my life! I'm on an airplane duh,1
just found ive been walking on a broken foot for the past 6 months 🤪🤪🤪,1
it's all about women in stem struggles. what about women in interactive media struggles: i no longer win against my friends in smash because they major in goddamn video game.,1
Can cats wear nail polish,1
"Watched 127 hours... Kinda reminded me of this one time I got a bad splinter. Writing a book about it now, hit me up for an autographed copy",1
Love everything in my basket selling our before the sale was meant to start😒 @ZARA_Care @zara,1
@mcfcok82 Thank you for your well balanced and thoughtful input,1
accidentally followed CCD guidelines instead of CDC guidelines and now i have covid AND catholic guilt :/,1
watching tik toks at full volume in the middle of the airport should be a federal offense,1
i’m gonna get a boob job so i call myself a customizable doll,1
Friendly reminder you’re not vegan if you swallow cum,1
what i love about mine and summers work schedules is that she will finish at 8pm and then i’ll start work at 9pm and then when i get home at 7am she’ll start work at 8am ❤️,1
Uh oh Ben Simmons will also have a Steph Curry type season 76ers better not trade him now https://t.co/kkpzfcTcSH,1
‘It’s only a game’ 🥴🥴,1
I love to pick my modules on a first come first served basis at the same time as everyone in my entire year on a website that hasn’t been updated since 1995 . Thrilling ❤️,1
"Oh good, it's time for the bi-monthly random power outage.",1
"Wish I was the bitch that Elijah hewson fucking hated, sad :(",1
Might just fuck around and take some horse dewormer for the thrill of if. Maybe I’ll feel something,1
"@adi_jord agreed, this is ridiculous, gotta cop a pair",1
Why was I not told Matthew Stafford and Cooper Kupp eat breakfast together before I drafted Robert Woods over him?,1
@abhiishekkkkkk @FCBGox Did you even watch a single la Liga madrid game last season bruh Varane isn’t that good anymore,1
can't wait til a bunch of pudgy suburban dads save the day with their firearms,1
Throwback to when I answered the phone at work with “thank you for calling Courtney! My name is principal” wow I love myself,1
V excited to grant an extension to students who email me and my co-teacher and get both of our names wrong,1
ima get up early tomorrow and make some tea and sit on the patio oh how I love to imagine things im never gonna do,1
. @shopDisney thanks for shutting down the only Disney Store in northeastern Ohio. The other two stores went out of business yrs ago. It’s not the same with shipping costs online not to mention LE doll sales are an absolute nightmare online. So unbelievably disappointing. 💔,1
"just booked to see David Gray too,,, am i 40",1
I may look happy on the outside bit on the inside I'm dying #painful #sad,1
"Queer marriage is not allowed because it doesn't follow the ""age-old customs, rituals, practices, culturla ethos and societal values"", but all cis-men can commit infidelity with no consequences. Happy fuckin Pride people 🙃 #SupremeCourtofIndia",1
@tylerthecreator @staci_zr can i use this chiamus for my ap lang speech about parallelism lmao,1
also if u met dream on hypixel.. congrats ! im not jealous at all haha im totally normal haha Good For You .. haha,1
Feels like 10 degrees!! Wow catch me in South Parks soaking up the rays 😎 https://t.co/EpgwTLgICW,1
i’m sure 14 year old me would be delighted to know that 22 year old me is still getting stressed over websites crashing for bands🙃,1
When you order books from the bookstore a week in advance and then you wait three weeks for ONE book and when you finally email them about it they reply and say they cancelled your order 😍🥰,1
"Leave it to the nice people of Hutch to yell at me to ""eat shit"" while I run. Jokes on them, I do.",1
6 more hours and then a whoppingly massive 2days off work! wowzers!,1
me not turning up to work is a feminist movement actually,1
Good news: Played out of my mind from the sand traps today. Bad news: Was in the sand traps a lot today.,1
ik the republicans r like tryna say they won but idk why they don’t just settle this w an instagram poll??,1
"@banalincolnlogs red among us guy, hes hot dont come for me",1
"Stimulus checks should come with hand lotion, a face mask, and a bonus for every Instagram bingos you do",1
hey guys! i’m so happy to announce that i’m officially brain dead ☺️,1
Did you know? Abuse and alcoholism and depression will just ✨disappear✨ if the country is opened completely during a pandemic? #trumpisanidiot #bidenharris2020,1
safe to say my life is a lot better https://t.co/pE5isUMOpk https://t.co/K2hep49TcF,1
"Currently bombing aces on the volleyball court and math tests in the classroom.
#StudentAthlete",1
If anyone wants to know how my nights going I tried making a private story on Snapchat and instead made a group chat... I hate my life,1
"it’s amazing how many people get mad at you for simply Raising Questions, such as “what if the vaccine makes your balls inflate like helium balloons and cause you to float away to never be seen again”",1
My favorite part of flying is getting to walk past the rich people to get to my poor person seat.,1
"Ah yes, back spasms when I take a deep breath. This is ✨28✨.",1
being single during college must be really fun when ur nOT IN A GLOBAL PANDEMIC,1
"fisher: ""i thought you said aids"" 
me: ""yeah rachel really loves aids""",1
Why is this 30 yr old man trying to flirt w/ me at this wedding and talking about getting away with dating younger girls. Sir I will call the authorities,1
When I grow up I wanna be a sociopath,1
wearing a cute jumpsuit is all fun and games until you have to go to the bathroom,1
"I've made a roommate complain tweet every day, and he's done another thing, but I'm tired of negativity so I'm gonna list all the things I like about him! 

Here they are:",1
"Ah yes, another afternoon with the WiFi down...really makes working from home that extra bit more enjoyable :)",1
jack antonoff once ur done with clairo i’m right here sweetie,1
Why am I not famous yet cos I’m actually fucking hilarious,1
My life has gone from ‘drive it like you stole it’ to ‘drive it like your toddler needs the toilet’.,1
"Don’t keep up with the Joneses, the Joneses are broke!",1
"I see Dettol, Toilet Duck and Zoflora are all trending on Twitter. Now why could that be... #TrumpPressBriefing",1
I've just got up at five forty five on a Sunday to watch the Japanese Grand Prix as a Ferrari fan and saw Vettel jump (and then fuck up) the start and Leclerc tangle with Verstappen on turn 2. Lovely stuff.,1
"@Showmasters are basically thieves, quoting it’s in the small print so you can’t have a refund.
Dates moved from summer, to a 4 hour slot on a Friday evening in November which is about as much use as a telescopic sight on a knife.#WeWantARefund @UKConsumerRight",1
it’s so rude that i’m not at the beach right now,1
Sleep? What’s that... I’ve never heard of it?,1
"Me: You know, for someone with chronic anxiety I think I'm dealing with this pandemic quite well.

Also me: Wow, I forgot how good a freshly shaved undercut feels!",1
Love it when I forget to transfer my rent money over from my savings 🥴,1
"Incredible scenes in Nottingham, as it begins to rain for the first time this hour.",1
@MatthewStadlen @sajidjavid Thank you so much for your insightful thoughts- I’m sure @sajidjavid is overjoyed that you “quite like him”,1
"""friends""",1
love how badly i embarrass myself on nights out how iconic X,1
breaking my strict buying hiatus to get lisa’s album? it’s much more likely than you’d think,1
"It was almost 70 degrees today but no, global warming doesn't exist 😒",1
"According to my road rage, the word of the day is asshat",1
Halfway through snowboarding day 1 and pretty sure I have fallen at least 69 times 😆♋️,1
I'm A VeGeTaRiAN BuT I eAt FiSh 🙃🙃🙃,1
"Top 3 ranked video games of all time:

1. Minecraft
2. Roblox Paintball
3. Every single Just Dance",1
"Serious question: if I nick a car and elope to Gretna Green to shut my family up, how long will I do in prison? Can I finish my PhD there? Think I've got a plan, lads...",1
"Afghanistan just completely crumbling after spending over 2 trillion USD and 240,000 human lives over the course of 20 futile years of American occupation sounds amazing in theory, sure. 
But how are we gonna pay for it? What’s next, chocolate milk for everybody?",1
Petition to call erections social dickstanding,1
"@faith_hi @PalmerReport Ahh yes, quick peek at your page and you obviously know everything. Thank you for the enlightenment.😂",1
"Ok, so @bytereview and I decided to record on the evening of the 6th, just as absolutely nothing newsworthy was happening! Perfect timing as always, to go over some of the best ITSBUPs of 2020 - and how we're settling into 2021! Listen: https://t.co/oaPLwrtcHP https://t.co/za3EHuqcWh",1
"I asked my husband to buy dog poo bags when he went out earlier and they'd sold out. So instead of going to another shop, he bought bin bags. So now I still can't clean up after the dog but if I happen to buy a donkey and need to clean up after that, I'm sorted.",1
sure you have a paying job but are you a Silver Chick Fil A Rewards member? 😤🙄🧐,1
"Me: ""Did you you find everything you were looking for?""

Customer: ""why, are you hiding something?""

Me: ""aRe YOu HIdiNg sOMetHinG?""",1
mentally I’m hiding in the walk-in,1
Love seeing 15 year olds being vaccinated in the states when I have to wait till the end of June for my first one,1
"oh you’re just friends?

why’d u shave then?",1
remember when everyone’s feeds were just retweeted giveaways looool those were the days,1
why are the olympics worried about athletes having too much sex when the curling teams don't even compete in the summer games,1
Semester hasn’t even started and I’ve already had two breakdowns :) this is gonna be a fun one!,1
When you get woken up at 3am because of aftershocks from an earthquake 👍😩,1
If you don't like Lemonade you're an extremist 🍋,1
Agreeing with the right to dunk on the centre is the real dialectical materialism,1
my favorite gay drama is the social network,1
tex-mex restaurants that stop serving breakfast tacos after 10:30/11 am are the reason i have trust issues,1
I love giving a lecture to grad students on a topic I don't fully understand at 9:30am &lt;3 i need a coffee lmao,1
Woke up at 3 am with a MAD craving for pickles. I guess that means I'm expecting!,1
babe stop i’m about to gleek,1
"@izzychari @mikeduncan “Please get a free shot or take a once weekly nose swab. We will literally pay you to take time off to get the shot”- Czar Nicholas, King George, Charles I, and so on.",1
High stakes legos,1
It’s so easy to have the best day until someone lies to your face 🥰❤️😭,1
thank you @Ranboosaysstuff i just shit my pants 👍very cool #ranbooemail,1
@DetroitPistons @PistonsGT Cade Cunningham is my favorite basketball player please 2K 🙏🙏🙏,1
Rubbing my tears into my face is part of my skincare routine lol,1
"Broke: doing assignments in order of due date
Woke: doing assignments in order of priority
Wired: spending 20 minutes on each class at a time and just go down the list",1
I got asked if I needed a kid’s menu today...21 is treating me well 👶🏼,1
Funny how my phone starts turning into a piece of shit when the new iPhone comes out 🤔,1
@AvatarOdin @aubviouslynot sounds like the american dream ngl,1
People who think cancel culture goes too far never learned about excommunication,1
i’ve had more interesting conversations w my wall but alright,1
love seeing that my mom has officially started posting about the horse worm medicine being good for covid actually and they’re just trying to make it look bad bc it’s so cheap 🤪,1
Idk how some girls put on makeup everyday. Is it just to take selfies or have you just not discovered netflix yet?,1
"Well, what a way to ruin Easter. Thanks @CadburyUK https://t.co/zkkguY2g6M",1
@terryflewers @lfcsonny Has he given any clarification regarding what age Harvey Elliott needs to be before you can tackle him?,1
The high tomorrow is 45! Anyone wanna go to the pool?,1
"always remember thank your Alexa, just in case the AI take over one day",1
just your casual reminder that #AllBirthdaysMatter and I can’t stress this enough✨fuck trump✨,1
@majornelson Sounds like a strong contender for GOTY,1
shoutout to the assholes at basically every gas station rn filling up multiple gas canisters when i don’t even have enough gas to get home... 🥲,1
Just tested my egg drop at my apartment complex and it fell on a man’s head :) but no worries he was bald so the yolk just wiped right off,1
Being a business major is legal conversion therapy and must be stopped,1
"Fav this and I won't send you a name of a random person, I'll just get a fav on my tweet",1
i’m dying,1
I love health insurance so much fun paying $100’s a month and then $100’s for basic medical services that somehow aren’t covered. #America,1
Old people don’t deserve rights,1
hot girls have tree shaped dents in their rear bumpers ❤️,1
"oh also, my song with my middle school boyfriend was “143” by Bobby Brackins!! i really peaked geez",1
I picked next year's musical already...Electro City. Obvious choice.,1
I just saw the Matt Hancock video and now I’m scared that in ten days time he will climb out my telly,1
everyone say a prayer to the insurance gods that they approve my heart monitor so that i may continue to have the privilege of being alive. i love the US health care system,1
Why are toddlers allowed in public spaces,1
How nice of tonsillitis to join me on my holiday 🖕🏻🖕🏻🖕🏻🖕🏻,1
wait what the fuck that solo yolo is mad?,1
I accidentally made butter when trying to whip cream this morning and I think that’s a great representation of how I’ve reached my capacity for working from home,1
Maybe if I watched suits in year 12 I’d be studying law rn,1
"will never understand why ppl do meth,, just buy a shit tonne of incense in bulk stupid",1
Ahhh I get to listen to a cement mixer all day. Awesome.,1
"You know the one thing I really wish I could see? I want  a Piers Morgan esque interview with #LilleeJean where she's forced to explain her shitty behaviour and see if she storms off or comes up with some BS to make her look cute and innocent.

It'd be a fun watch.",1
"wow, ok, unfollowing now. Was a big fan of putting your left leg in, but just heard about taking your left leg out",1
Only posting selfie’s?? On YOUR own Instagram account?? Crazy right,1
do people with clear skin feel accomplished?? superior??? comfortable in their own skin???? what’s that like lmfao,1
So nice of my family to decide that I’m hosting a Mother’s Day brunch for everyone at my house. https://t.co/DWZI9ltALK,1
yo @claires do yall do hysterectomies?,1
@JacobWohlReport Do I need to aquire a wife before this happens or will I be assigned one?,1
I get a lot of boy who cried wolf vibes from the Red Cross and their emergency blood shortages all the time,1
Update: holding hands with your mom and walking around campus also shows you're prepared for the independence college offers,1
"I might be rubbish at driving, and have a less than stellar career, but I’m really good at making Spanish omelette. So, you know, there’s that.",1
